address	name	size	thunk	library_guess
00429ff0	FUN_00429ff0	4346	false	
0042b0f0	FUN_0042b0f0	3379	false	
0042be30	FUN_0042be30	2332	false	
0042c750	FUN_0042c750	3437	false	
0042d4c0	FUN_0042d4c0	3430	false	
0042e230	FUN_0042e230	2906	false	
0042ed90	FUN_0042ed90	2906	false	
0042f8f0	FUN_0042f8f0	3268	false	
004305c0	FUN_004305c0	5306	false	
00431a80	FUN_00431a80	5242	false	
00432f00	FUN_00432f00	5305	false	
004343c0	FUN_004343c0	5672	false	
004359f0	FUN_004359f0	5672	false	
00437020	FUN_00437020	5672	false	
00438650	FUN_00438650	5316	false	
00439b20	FUN_00439b20	5243	false	
0043afa0	FUN_0043afa0	5607	false	
0043c590	FUN_0043c590	4267	false	
0043d640	FUN_0043d640	4057	false	
0043e620	FUN_0043e620	4057	false	
0043f600	FUN_0043f600	4778	false	
004408b0	FUN_004408b0	4875	false	
00441bc0	FUN_00441bc0	4875	false	
00442ed0	FUN_00442ed0	4875	false	
004441e0	FUN_004441e0	4875	false	
004454f0	FUN_004454f0	4378	false	
00446610	FUN_00446610	4380	false	
00447730	FUN_00447730	4380	false	
00448850	FUN_00448850	4441	false	
004499b0	FUN_004499b0	5108	false	
0044adb0	FUN_0044adb0	5384	false	
0044c2c0	FUN_0044c2c0	5053	false	
0044d680	FUN_0044d680	2321	false	
0044dfa0	FUN_0044dfa0	2459	false	
0044e940	FUN_0044e940	2935	false	
0044f4c0	FUN_0044f4c0	5134	false	
004508d0	FUN_004508d0	4339	false	
004519d0	FUN_004519d0	110	false	
00451a90	FUN_00451a90	1020	false	
00451e90	FUN_00451e90	353	false	
00452000	FUN_00452000	333	false	
00452150	FUN_00452150	1135	false	
004525c0	FUN_004525c0	377	false	
00452740	FUN_00452740	365	false	
004528b0	FUN_004528b0	1213	false	
00452d70	FUN_00452d70	32	false	
00452d90	FUN_00452d90	545	false	
00452fc0	FUN_00452fc0	322	false	
00453110	FUN_00453110	61	false	
00453150	FUN_00453150	116	false	
004531d0	FUN_004531d0	10	false	
004531e0	FUN_004531e0	37	false	
00453210	FUN_00453210	176	false	
004532e0	FUN_004532e0	132	false	
00453370	FUN_00453370	81	false	
004533d0	FUN_004533d0	130	false	
00453460	FUN_00453460	385	false	
004535f0	FUN_004535f0	118	false	
00453670	FUN_00453670	51	false	
004536b0	thunk_FUN_004536c0	5	true	
004536c0	FUN_004536c0	62	false	
00453700	FUN_00453700	232	false	
004537f0	FUN_004537f0	189	false	
004538b0	FUN_004538b0	217	false	
00453990	FUN_00453990	36	false	
004539c0	FUN_004539c0	230	false	
00453ab0	FUN_00453ab0	213	false	
00453b90	FUN_00453b90	16	false	
00453ba0	FUN_00453ba0	114	false	
00453c20	FUN_00453c20	202	false	
00453cf0	FUN_00453cf0	10	false	
00453d00	FUN_00453d00	104	false	
00453d70	FUN_00453d70	59	false	
00453db0	FUN_00453db0	79	false	
00453e10	FUN_00453e10	529	false	
00453f2a	Catch_All@00453f2a	12	false	
00453f36	Catch_All@00453f36	9	false	
00454040	FUN_00454040	85	false	
004540a0	FUN_004540a0	118	false	
00454120	FUN_00454120	86	false	
00454180	FUN_00454180	285	false	
004542a0	FUN_004542a0	291	false	
004543d0	FUN_004543d0	156	false	
00454470	FUN_00454470	118	false	
004544f0	FUN_004544f0	156	false	
00454590	FUN_00454590	81	false	
004545f0	FUN_004545f0	118	false	
00454670	FUN_00454670	72	false	
004546c0	FUN_004546c0	72	false	
00454710	FUN_00454710	23	false	
00454730	FUN_00454730	27	false	
00454750	FUN_00454750	98	false	
004547c0	FUN_004547c0	230	false	
00454882	Catch_All@00454882	21	false	
004548c0	FUN_004548c0	757	false	
00454bd0	FUN_00454bd0	307	false	
00454d10	FUN_00454d10	161	false	
00454e10	FUN_00454e10	657	false	
004550b0	FUN_004550b0	740	false	
004553a0	FUN_004553a0	29	false	
00455550	FUN_00455550	39	false	
00455580	FUN_00455580	79	false	
004555d0	FUN_004555d0	1039	false	
004559e0	FUN_004559e0	196	false	
00455ab0	FUN_00455ab0	405	false	
00455cc0	FUN_00455cc0	128	false	
00455d40	FUN_00455d40	380	false	
00455ec0	FUN_00455ec0	194	false	
00455f90	FUN_00455f90	331	false	
004562c0	FUN_004562c0	865	false	
00456ab0	FUN_00456ab0	144	false	
00456b40	FUN_00456b40	873	false	
00456eb0	FUN_00456eb0	537	false	
004570d0	FUN_004570d0	36	false	
00457490	FUN_00457490	280	false	
004575b0	FUN_004575b0	329	false	
00457700	FUN_00457700	387	false	
00457890	FUN_00457890	309	false	
004579d0	FUN_004579d0	257	false	
00457ae0	FUN_00457ae0	272	false	
00457ce0	FUN_00457ce0	378	false	
00458080	FUN_00458080	109	false	
004580f0	FUN_004580f0	341	false	
00458250	FUN_00458250	165	false	
00458350	FUN_00458350	176	false	
00458400	FUN_00458400	153	false	
00458500	FUN_00458500	187	false	
004588d0	FUN_004588d0	646	false	
00458b80	FUN_00458b80	98	false	
00459150	FUN_00459150	29	false	
00459f60	FUN_00459f60	1202	false	
0045a420	FUN_0045a420	84	false	
0045a480	FUN_0045a480	213	false	
0045a560	FUN_0045a560	25	false	
0045a580	FUN_0045a580	29	false	
0045a5a0	FUN_0045a5a0	233	false	
0045a690	FUN_0045a690	5077	false	
0045baf0	FUN_0045baf0	78	false	
0045bb40	FUN_0045bb40	192	false	
0045bc00	FUN_0045bc00	84	false	
0045bc60	FUN_0045bc60	227	false	
0045bec0	FUN_0045bec0	1298	false	
0045c3f0	FUN_0045c3f0	110	false	
0045c460	FUN_0045c460	198	false	
0045c530	FUN_0045c530	529	false	
0045c750	FUN_0045c750	237	false	
0045c840	FUN_0045c840	1297	false	
0045cd60	FUN_0045cd60	603	false	
0045d060	FUN_0045d060	1035	false	
0045d470	FUN_0045d470	136	false	
0045d520	FUN_0045d520	117	false	
0045d5a0	FUN_0045d5a0	115	false	
0045d620	FUN_0045d620	130	false	
0045d6b0	FUN_0045d6b0	100	false	
0045d720	FUN_0045d720	144	false	
0045d7b0	FUN_0045d7b0	503	false	
0045d9b0	FUN_0045d9b0	198	false	
0045da80	FUN_0045da80	159	false	
0045db20	FUN_0045db20	493	false	
0045dd10	FUN_0045dd10	496	false	
0045df00	FUN_0045df00	169	false	
0045dff0	FUN_0045dff0	19	false	
0045e010	FUN_0045e010	12	false	
0045e150	FUN_0045e150	60	false	
0045e440	FUN_0045e440	151	false	
0045e4e0	FUN_0045e4e0	275	false	
0045e6a0	FUN_0045e6a0	313	false	
0045e860	FUN_0045e860	915	false	
0045ec00	FUN_0045ec00	52	false	
0045ec40	FUN_0045ec40	78	false	
0045ec90	FUN_0045ec90	110	false	
0045eef0	FUN_0045eef0	494	false	
0045f0e0	FUN_0045f0e0	428	false	
0045f390	FUN_0045f390	140	false	
0045f4b0	FUN_0045f4b0	523	false	
0045f6c0	FUN_0045f6c0	15	false	
0045f6d0	FUN_0045f6d0	61	false	
0045f710	FUN_0045f710	414	false	
0045f8b0	FUN_0045f8b0	21	false	
0045f970	FUN_0045f970	221	false	
0045fab0	FUN_0045fab0	69	false	
0045fb40	FUN_0045fb40	151	false	
0045fbe0	FUN_0045fbe0	275	false	
0045fd00	FUN_0045fd00	313	false	
0045fe40	FUN_0045fe40	828	false	
00460180	FUN_00460180	22	false	
004601a0	FUN_004601a0	47	false	
004601d0	FUN_004601d0	285	false	
004602f0	FUN_004602f0	694	false	
004605b0	FUN_004605b0	17	false	
004605d0	FUN_004605d0	677	false	
00460880	FUN_00460880	1504	false	
00460ec0	FUN_00460ec0	70	false	
00460f20	FUN_00460f20	23	false	
00462140	FUN_00462140	161	false	
004622a0	FUN_004622a0	159	false	
00462ae0	FUN_00462ae0	57	false	
00462b1c	FUN_00462b1c	194	false	
00462be0	FUN_00462be0	245	false	
0048caa0	__purecall	42	false	
0048caca	~type_info	16	false	
0048cada	`scalar_deleting_destructor'	33	false	
0048cafb	operator==	32	false	
0048cb1b	_sprintf	132	false	
0048cb9f	__fsopen	178	false	
0048cc51	FUN_0048cc51	10	false	
0048cc5b	_fopen	23	false	
0048cc72	__fread_nolock_s	444	false	
0048ce2e	_fread_s	132	false	
0048ceb2	FUN_0048ceb2	10	false	
0048cebc	_fread	29	false	
0048ced9	__fclose_nolock	109	false	
0048cf46	_fclose	105	false	
0048cfb2	FUN_0048cfb2	8	false	
0048cfba	FUN_0048cfba	29	false	
0048cfd7	FUN_0048cfd7	13	false	
0048cfe4	_Copy_str	64	false	
0048d024	_Tidy	30	false	
0048d042	exception	39	false	
0048d069	operator=	53	false	
0048d09e	FUN_0048d09e	11	false	
0048d0a9	FUN_0048d0a9	39	false	
0048d0d0	exception	37	false	
0048d0f5	_free	58	false	
0048d12f	_malloc	148	false	
0048d1c3	FUN_0048d1c3	11	false	
0048d1ce	FUN_0048d1ce	127	false	
0048d24e	__vsprintf_l	132	false	
0048d2d2	_vsprintf	26	false	
0048d2ec	FUN_0048d2ec	11	false	
0048d2f7	__ArrayUnwind	50	false	
0048d355	`eh_vector_destructor_iterator'	75	false	
0048d3a0	FUN_0048d3a0	24	false	
0048d3b8	__onexit_nolock	182	false	
0048d49f	__onexit	54	false	
0048d4d5	FUN_0048d4d5	6	false	
0048d4db	_atexit	23	false	
0048d4f2	`eh_vector_constructor_iterator'	77	false	
0048d53f	FUN_0048d53f	24	false	
0048d560	_strrchr	45	false	
0048d590	FUN_0048d590	139	false	
0048d616	FUN_0048d616	11	false	
0048d621	__fwrite_nolock	343	false	
0048d778	_fwrite	112	false	
0048d7e8	FUN_0048d7e8	10	false	
0048d7f2	__ftell_nolock	404	false	
0048d986	_ftell	91	false	
0048d9e1	FUN_0048d9e1	10	false	
0048d9eb	__fseek_nolock	138	false	
0048da75	_fseek	114	false	
0048dae7	FUN_0048dae7	10	false	
0048daf1	_LocaleUpdate	135	false	
0048db78	__atof_l	171	false	
0048dc23	_atof	19	false	
0048dc40	FID_conflict:_memcpy	708	false	
0048dfa1	_strncmp	192	false	
0048e061	_feof	40	false	
0048e089	_ferror	40	false	
0048e0b1	FUN_0048e0b1	40	false	
0048e0d9	FUN_0048e0d9	105	false	
0048e143	__ungetc_nolock	227	false	
0048e226	_ungetc	95	false	
0048e285	FUN_0048e285	10	false	
0048e28f	FUN_0048e28f	6	false	
0048e366	__lock_file	65	false	
0048e3a7	__lock_file2	50	false	
0048e3d9	__unlock_file	60	false	
0048e415	__unlock_file2	47	false	
0048e460	FUN_0048e460	190	false	
0048e51e	__get_errno_from_oserr	66	false	
0048e560	__errno	19	false	
0048e573	___doserrno	19	false	
0048e586	__dosmaperr	35	false	
0048e5a9	_fprintf	258	false	
0048e6ab	FUN_0048e6ab	10	false	
0048e6b5	__freopen_helper	194	false	
0048e77c	FUN_0048e77c	10	false	
0048e786	_freopen	38	false	
0048e7ac	_realloc	173	false	
0048e859	FID_conflict:_getc	233	false	
0048e945	FUN_0048e945	8	false	
0048e94d	__isalpha_l	86	false	
0048e9a3	_isalpha	48	false	
0048e9d3	__isupper_l	81	false	
0048ea24	_isupper	46	false	
0048ea52	__islower_l	81	false	
0048eaa3	_islower	46	false	
0048ead1	__isdigit_l	81	false	
0048eb22	_isdigit	46	false	
0048eb50	__isxdigit_l	86	false	
0048eba6	_isxdigit	48	false	
0048ebd6	__isspace_l	81	false	
0048ec27	_isspace	46	false	
0048ec55	__ispunct_l	81	false	
0048eca6	_ispunct	46	false	
0048ecd4	__isalnum_l	86	false	
0048ed2a	_isalnum	48	false	
0048ed5a	__iscntrl_l	81	false	
0048edab	_iscntrl	46	false	
0048edd9	_fputs	251	false	
0048eed7	FUN_0048eed7	8	false	
0048eedf	strtoxl	555	false	
0048f10a	_strtol	43	false	
0048f135	_strtoul	44	false	
0048f161	_fgets	301	false	
0048f291	FUN_0048f291	8	false	
0048f2a0	FID_conflict:___longjmp_internal	173	false	
0048f351	___crtCorExitProcess	43	false	
0048f37c	___crtExitProcess	23	false	
0048f394	FUN_0048f394	9	false	
0048f39d	FUN_0048f39d	9	false	
0048f3a6	__init_pointers	51	false	
0048f3d9	__initterm_e	36	false	
0048f3fd	__cinit	151	false	
0048f494	doexit	305	false	
0048f5bf	FUN_0048f5bf	15	false	
0048f5d4	_exit	22	false	
0048f5ea	__exit	22	false	
0048f600	__cexit	15	false	
0048f61e	__amsg_exit	30	false	
0048f63c	vfscanf	239	false	
0048f72e	FUN_0048f72e	8	false	
0048f736	FID_conflict:_fscanf	32	false	
0048f756	FUN_0048f756	170	false	
0048f800	FUN_0048f800	151	false	
0048f898	__tmpnam_helper	305	false	
0048f9be	FUN_0048f9be	9	false	
0048f9d4	_tmpnam	39	false	
0048f9fb	__tmpfile_helper	473	false	
0048fbd9	FUN_0048fbd9	21	false	
0048fbee	_tmpfile	28	false	
0048fc0a	idtab	94	false	
00490130	__pclose	194	false	
004901f2	FUN_004901f2	9	false	
004901fb	__flush	104	false	
00490263	__fflush_nolock	72	false	
004902ab	flsall	187	false	
0049034d	FUN_0049034d	17	false	
0049037c	FUN_0049037c	9	false	
00490385	_fflush	73	false	
004903ce	FUN_004903ce	10	false	
004903e1	_setvbuf	236	false	
004904cd	FUN_004904cd	10	false	
004904d7	_clearerr_s	153	false	
00490573	FUN_00490573	8	false	
0049057b	FUN_0049057b	11	false	
00490586	_localeconv	38	false	
004905b0	FUN_004905b0	285	false	
004906d0	FUN_004906d0	328	false	
00490818	_ldexp	434	false	
004909ca	FUN_004909ca	18	false	
004909dc	FUN_004909dc	33	false	
004909fd	_frexp	206	false	
00490ad0	__getenv_helper_nolock	135	false	
00490b57	_getenv	113	false	
00490bc8	FUN_00490bc8	9	false	
00490bd1	__dupenv_s	206	false	
00490c9f	FUN_00490c9f	9	false	
00490ca8	FUN_00490ca8	291	false	
00490dcb	FUN_00490dcb	23	false	
00490df0	_strncat	309	false	
00490f30	_strncpy	292	false	
00491060	_strcspn	70	false	
004910a6	FUN_004910a6	51	false	
004910d9	FUN_004910d9	687	false	
00491388	__mktime64	18	false	
0049139a	__gmtime64_s	569	false	
004915d3	__gmtime64	39	false	
004915fa	_system	221	false	
004916d7	FUN_004916d7	48	false	
00491707	_clock	58	false	
00491741	___inittime	46	false	
0049176f	__freea	32	false	
0049178f	_store_str	32	false	
004917af	_store_num	123	false	
0049182a	_expandtime	952	false	
00491be2	_store_winword	1114	false	
0049203c	__Strftime_l	396	false	
004921c8	_strftime	31	false	
004921e7	__copytlocinfo_nolock	38	false	
0049220d	FUN_0049220d	64	false	
0049224e	___lc_strtolc	287	false	
0049236d	FUN_0049236d	106	false	
004923d8	__setlocale_get_all	357	false	
0049253d	__expandlocale	545	false	
0049275e	FUN_0049275e	825	false	
00492a98	__setlocale_nolock	540	false	
00492cb4	_setlocale	332	false	
00492de6	FUN_00492de6	9	false	
00492df2	FUN_00492df2	9	false	
00492e23	FUN_00492e23	5	false	
00492e28	FUN_00492e28	647	false	
004930b0	FID_conflict:__localtime64	39	false	
004930d7	__difftime64	67	false	
0049311a	__time64	81	false	
00493170	_memchr	173	false	
0049321d	__tolower_l	277	false	
00493332	_tolower	44	false	
0049335e	__toupper_l	278	false	
00493474	_toupper	44	false	
004934a0	_strpbrk	64	false	
004934e0	__strcoll_l	158	false	
0049357e	_strcoll	23	false	
00493595	FID_conflict:_wprintf	148	false	
00493629	FUN_00493629	19	false	
0049363c	FUN_0049363c	22	false	
00493652	vscan_fn	110	false	
004936c0	FID_conflict:_sscanf	34	false	
004936e2	FUN_004936e2	14	false	
004936f0	FID_conflict:_memcpy	708	false	
00493a60	_memset	122	false	
00493ada	_calloc	64	false	
00493b1a	__vsnprintf_l	172	false	
00493bc6	__vsnprintf	29	false	
00493be3	__security_check_cookie	15	false	
00493c00	__alloca_probe	43	false	
00493d27	__fdopen	363	false	
00493e95	FUN_00493e95	8	false	
00493e9d	fast_error_exit	41	false	
00493ec6	___tmainCRTStartup	319	false	
00494033	entry	10	false	
0049403d	_abort	51	false	
00494070	__set_abort_behavior	33	false	
00494091	__GET_RTERRMSG	38	false	
004940b7	__NMSG_WRITE	431	false	
00494266	__FF_MSGBANNER	57	false	
0049429f	___getlocaleinfo	428	false	
0049444b	FUN_0049444b	15	false	
0049445a	_Type_info_dtor	103	false	
004944c1	FUN_004944c1	9	false	
004944d0	_strcmp	135	false	
00494558	__flsbuf	356	false	
004946bc	write_char	51	false	
004946ef	FUN_004946ef	98	false	
00494751	FUN_00494751	3047	false	
00495359	FUN_00495359	15	false	
00495368	__call_reportfault	297	false	
00495491	__invoke_watson	37	false	
004954b6	FUN_004954b6	44	false	
004954e3	FUN_004954e3	16	false	
004954f3	__openfile	663	false	
0049578a	__getstream	295	false	
004958b4	FUN_004958b4	9	false	
004958c0	__SEH_prolog4	69	false	
00495905	__SEH_epilog4	20	false	
00495920	__except_handler4	399	false	
00495ab0	__local_unwind4	144	false	
00495b86	FUN_00495b86	28	false	
00495ba2	_EH4_CallFilterFunc	23	false	
00495bb9	_EH4_TransferToHandler	25	false	
00495bd2	_EH4_GlobalUnwind2	25	false	
00495beb	_EH4_LocalUnwind	23	false	
00495c02	__filbuf	290	false	
00495d24	__read_nolock	1463	false	
004962db	__read	235	false	
004963c9	FUN_004963c9	8	false	
004963d1	__fileno	38	false	
004963f7	_memcpy_s	117	false	
0049646c	__close_nolock	156	false	
00496508	__close	185	false	
004965c4	FUN_004965c4	8	false	
004965cc	__freebuf	49	false	
004965fd	_strcpy_s	95	false	
00496660	_strlen	139	false	
004966eb	__heap_init	30	false	
00496709	FUN_00496709	15	false	
00496718	__callnewh	40	false	
00496740	__CxxThrowException@8	76	false	
0049678c	terminate	44	false	
004967c5	FUN_004967c5	19	false	
004967d8	_inconsistency	49	false	
00496810	FUN_00496810	17	false	
00496821	__malloc_crt	69	false	
00496866	__calloc_crt	76	false	
004968b2	__realloc_crt	78	false	
00496900	__recalloc_crt	82	false	
00496952	__msize	51	false	
00496985	__write_nolock	1789	false	
00497082	__write	201	false	
0049714e	FUN_0049714e	8	false	
00497156	__ioinit	581	false	
0049739b	__lseek_nolock	117	false	
00497410	__lseek	201	false	
004974dc	FUN_004974dc	8	false	
004974e4	CPtoLCID	47	false	
00497513	setSBCS	100	false	
00497577	setSBUpLow	400	false	
00497707	___updatetmbcinfo	152	false	
004977a2	FUN_004977a2	9	false	
004977ab	getSystemCP	124	false	
00497827	__setmbcp_nolock	489	false	
00497a10	__setmbcp	399	false	
00497b71	FUN_00497b71	9	false	
00497baa	___initmbctable	30	false	
00497bc8	___addlocaleref	143	false	
00497c57	___removelocaleref	153	false	
00497cf0	___freetlocinfo	331	false	
00497e3b	__updatetlocinfoEx_nolock	77	false	
00497e88	___updatetlocinfo	109	false	
00497ef5	FUN_00497ef5	12	false	
00497f01	FUN_00497f01	9	false	
00497f13	___set_flsgetvalue	52	false	
00497f47	__mtterm	61	false	
00497f84	__initptd	156	false	
00498026	FUN_00498026	9	false	
0049802f	FUN_0049802f	9	false	
00498038	__getptd_noexit	121	false	
004980b1	__getptd	26	false	
004981e5	FUN_004981e5	9	false	
004981f1	FUN_004981f1	9	false	
004981fa	__mtinit	379	false	
00498375	__fltin2	167	false	
0049841c	__isctype_l	184	false	
004984d4	__cfltcvt_init	96	false	
00498534	__fpmath	25	false	
0049854d	___strgtold12_l	1705	false	
00498c29	FUN_00498c29	253	false	
00498d3c	FUN_00498d3c	6	false	
00498d42	FUN_00498d42	6	false	
00498d48	_strncpy_s	181	false	
00498dfd	__getbuf	73	false	
00498ee2	__mtinitlocks	74	false	
00498f2c	__mtdeletelocks	87	false	
00498f83	FUN_00498f83	23	false	
00498f9a	__mtinitlocknum	185	false	
00499053	FUN_00499053	9	false	
0049905c	__lock	51	false	
0049908f	__stbuf	156	false	
0049912b	__ftbuf	52	false	
00499160	__global_unwind2	32	false	
004991c5	__local_unwind2	132	false	
0049926c	__NLG_Notify1	9	false	
00499275	__NLG_Notify	31	false	
00499294	FUN_00499294	3	false	
00499297	__rt_probe_read4@4	48	false	
004992e2	__initp_misc_winsig	30	false	
00499300	siglookup	55	false	
00499337	FUN_00499337	13	false	
00499344	_raise	398	false	
004994ab	FUN_004994ab	15	false	
004994e7	FUN_004994e7	15	false	
004994f6	__RTC_Initialize	38	false	
00499542	__initp_misc_cfltcvt_tab	35	false	
00499570	__ValidateImageBase	53	false	
004995b0	__FindPESection	68	false	
00499600	__IsNonwritableInCurrentImage	166	false	
004996bc	___check_float_string	87	false	
00499713	__hextodec	32	false	
00499733	__inc	22	false	
00499749	__whiteout	42	false	
00499773	__input_l	4100	false	
0049a777	_strcat_s	109	false	
0049a7e4	xtoa_s	186	false	
0049a89e	__itoa_s	42	false	
0049a8c8	__ultoa_s	26	false	
0049a8e2	GetCurrentProcessId	6	true	
0049a8e8	__mbsrchr_l	170	false	
0049a992	__mbsrchr	23	false	
0049a9a9	__rmtmp	138	false	
0049aa23	FUN_0049aa23	17	false	
0049aa49	FUN_0049aa49	9	false	
0049aa52	__access_s	127	false	
0049aad1	__strdup	82	false	
0049ab23	FUN_0049ab23	1843	false	
0049b257	FID_conflict:__sopen_helper	145	false	
0049b2ed	FUN_0049b2ed	46	false	
0049b31b	__sopen_s	32	false	
0049b33b	__getpath	149	false	
0049b676	__cwait	145	false	
0049b707	__commit	206	false	
0049b7d8	FUN_0049b7d8	8	false	
0049b7e0	___libm_error_support	663	false	
0049babc	__ceil_default	216	false	
0049bb94	__modf_default	277	false	
0049bca9	__set_exp	45	false	
0049bcd6	__sptype	102	false	
0049bd3c	FUN_0049bd3c	195	false	
0049bdff	__copysign	40	false	
0049be27	__fpclass	157	false	
0049bec4	__raise_exc_ex	732	false	
0049c1a0	__raise_exc	35	false	
0049c1c3	__handle_exc	484	false	
0049c3a7	__set_errno_from_matherr	45	false	
0049c3d4	__errcode	52	false	
0049c408	__umatherr	160	false	
0049c4a8	__handle_qnan1	85	false	
0049c4fd	__handle_qnan2	97	false	
0049c55e	__except1	202	false	
0049c628	__except2	218	false	
0049c702	__statfp	16	false	
0049c712	__clrfp	17	false	
0049c723	__ctrlfp	43	false	
0049c74e	FUN_0049c74e	88	false	
0049c7a6	___set_fpsr_sse2	68	false	
0049c818	__mbsnbicoll_l	222	false	
0049c8f6	__mbsnbicoll	26	false	
0049c910	___wtomb_environ	151	false	
0049c9a7	_strnlen	29	false	
0049c9c4	FID_conflict:__get_dstbias	45	false	
0049c9f1	FID_conflict:__get_dstbias	45	false	
0049ca1e	FID_conflict:__get_dstbias	45	false	
0049ca4b	FUN_0049ca4b	6	false	
0049ca51	FUN_0049ca51	6	false	
0049ca57	FUN_0049ca57	6	false	
0049ca5d	FUN_0049ca5d	6	false	
0049ca63	FUN_0049ca63	773	false	
0049cce6	FUN_0049cce6	9	false	
0049cd76	FUN_0049cd76	502	false	
0049cf6d	FUN_0049cf6d	470	false	
0049d144	___tzset	70	false	
0049d18a	FUN_0049d18a	9	false	
0049d193	__isindst	56	false	
0049d1cb	FUN_0049d1cb	9	false	
0049d1e0	__allmul	52	false	
0049d220	__alldiv	170	false	
0049d2d0	__allrem	178	false	
0049d382	___getgmtimebuf	55	false	
0049d3b9	__spawnvpe	620	false	
0049d625	FUN_0049d625	114	false	
0049d697	__spawnve	489	false	
0049d880	__aulldiv	104	false	
0049d8e8	___ascii_stricmp	57	false	
0049d921	__stricmp_l	192	false	
0049d9e1	__stricmp	71	false	
0049da28	__isleadbyte_l	56	false	
0049da60	_isleadbyte	19	false	
0049da80	__alloca_probe_16	22	false	
0049da96	__alloca_probe_8	22	false	
0049daac	__get_lc_time	2047	false	
0049e2ab	___free_lc_time	887	false	
